RA,Dec,Magnitude,Bayer,Full Bayer,English Name,Flamsteed
24.03333333333333,-29.9075,5.69,τ,τ-Scl,-,-
24.270833333333332,12.141666666666666,5.57,π,π-Psc,-,102-Psc
24.495833333333334,48.62833333333333,3.57,-,-,-,51-And
24.629166666666666,45.4,6.36,-,-,-,-
24.404166666666665,-9.40388888888889,6.24,-,-,-,-
23.412499999999998,-78.50472222222223,6.11,-,-,-,-
24.183333333333334,-58.270833333333336,6.18,-,-,-,-
24.837500000000002,44.38611111111111,4.98,χ,χ-And,-,52-And
25.054166666666664,53.86833333333333,6.39,-,-,-,-
24.6125,-36.52833333333333,5.94,-,-,-,-
24.425,-57.236666666666665,0.46,α,α-Eri,Achernar,-
24.712500000000002,-21.275277777777777,5.58,-,-,-,-
24.708333333333332,-25.021944444444443,6.7,-,-,-,-
24.916666666666668,16.40583333333333,5.97,-,-,-,105-Psc
25.162499999999998,43.297777777777775,5.61,-,-,-,-
25.141666666666662,40.57694444444445,4.94,τ,τ-And,-,53-And
25.583333333333336,68.04305555555555,5.59,-,-,-,43-Cas
24.7,-53.43888888888888,6.84,-,-,-,-
25.729166666666664,70.62249999999999,5.18,-,-,-,42-Cas
25.512499999999996,61.038333333333334,6.71,-,-,-,-
25.570833333333333,58.62777777777778,6.37,-,-,-,-
25.445833333333333,42.61361111111111,4.95,-,-,-,-
25.324999999999996,25.745833333333334,6.17,-,-,-,-
25.4125,30.047222222222224,5.99,-,-,-,-
24.945833333333333,-56.198055555555555,5.87,-,-,-,-
24.945833333333333,-56.19472222222222,5.76,-,-,-,-
25.741666666666667,61.42166666666667,6.34,-,-,-,-
25.354166666666664,5.4875,4.44,ν,ν-Psc,-,106-Psc
25.512499999999996,35.245555555555555,5.64,-,-,-,-
25.82916666666667,60.551111111111105,5.78,-,-,-,44-Cas
25.43333333333333,-11.324722222222222,5.75,-,-,-,-
25.62083333333333,20.26861111111111,5.24,-,-,-,107-Psc
25.362500000000004,-38.13305555555556,6.17,-,-,-,-
25.816666666666666,45.32222222222222,6.34,-,-,-,-
25.912499999999998,50.68861111111111,4.07,φ,φ-Per,-,-
25.53333333333333,-32.32694444444445,5.25,π,π-Scl,-,-
25.512499999999996,-36.8325,5.72,-,-,-,-
26.070833333333336,57.53638888888889,6.21,-,-,-,-
25.679166666666667,-3.690277777777778,4.99,-,-,-,-
25.420833333333334,-50.038888888888884,6.64,-,-,-,-
26.191666666666666,57.08916666666667,6.25,-,-,-,-
25.958333333333332,32.19166666666666,6.34,-,-,-,-
26.108333333333338,46.13972222222222,6.35,-,-,-,-
25.450000000000003,-60.78944444444444,5.71,-,-,-,-
25.62083333333333,-53.74055555555556,5.52,-,-,-,-
25.974999999999998,-4.765555555555555,6.19,-,-,-,-
26.229166666666668,20.083055555555557,6.27,-,-,-,109-Psc
26.01666666666667,-15.9375,3.5,τ,τ-Cet,-,52-Cet
26.345833333333335,9.157777777777778,4.26,ο,ο-Psc,-,110-Psc
26.93333333333333,63.852222222222224,5.63,-,-,-,-
24.479166666666668,-82.97500000000001,5.87,-,-,-,-
26.49583333333333,-5.733333333333333,5.34,-,-,-,-
26.40833333333333,-25.052500000000002,5.31,ε,ε-Scl,-,-
26.64583333333333,17.413055555555555,6.55,-,-,-,-
25.3375,-79.14833333333334,6.33,τ¹,τ¹-Hyi,-,-
26.504166666666666,-27.349166666666665,6.39,-,-,-,-
26.950000000000003,46.22972222222222,6.32,-,-,-,-
26.520833333333332,-50.81638888888889,5.49,-,-,-,-
26.525,-53.52194444444444,5.04,-,-,-,-
27.158333333333335,37.95277777777778,5.94,-,-,-,-
27.041666666666668,16.955555555555556,5.84,-,-,-,4-Ari
27.17083333333333,32.69027777777777,5.79,-,-,-,-
26.816666666666663,-41.76,6.18,-,-,-,-
24.36666666666667,-84.76972222222223,5.69,-,-,-,-
27.312499999999996,47.89694444444444,5.82,-,-,-,-
27.108333333333334,3.6855555555555557,5.91,-,-,-,-
26.945833333333333,-37.15972222222222,6.32,-,-,-,-
27.737500000000004,51.93333333333333,5.9,-,-,-,-
27.533333333333335,22.275277777777777,5.86,-,-,-,1-Ari
27.395833333333332,-10.686388888888889,4.67,χ,χ-Cet,-,53-Cet
27.329166666666662,-31.072777777777777,6.34,-,-,-,-
27.99583333333333,55.1475,5.52,-,-,-,1-Per
27.71666666666667,11.043333333333333,5.94,-,-,-,-
27.45,-38.403888888888886,6.37,-,-,-,-
28.0375,50.79277777777778,5.79,-,-,-,2-Per
27.583333333333336,-47.81638888888889,6.14,-,-,-,-
28.208333333333336,51.474722222222226,6.26,-,-,-,-
27.862500000000004,-10.335,3.73,ζ,ζ-Cet,-,55-Cet
28.45,55.59805555555556,6.45,-,-,-,-
27.725,-50.20611111111111,5.94,-,-,-,-
28.595833333333335,63.669999999999995,3.38,ε,ε-Cas,-,45-Cas
28.320833333333333,40.72972222222222,5.4,-,-,-,55-And
28.266666666666666,29.578888888888887,3.41,α,α-Tri,-,2-Tri
28.379166666666666,19.295833333333334,4.83,γ¹,γ¹-Ari,-,5-Ari
28.379166666666666,19.29361111111111,4.75,γ²,γ²-Ari,-,5-Ari
28.21666666666667,-16.929166666666667,5.8,-,-,-,-
29.000000000000004,68.68527777777778,4.99,ω,ω-Cas,-,46-Cas
28.387500000000003,3.1875,4.62,ξ,ξ-Psc,-,111-Psc
26.941666666666663,-80.17666666666668,6.06,τ²,τ²-Hyi,-,-
28.720833333333335,40.70194444444445,6.24,-,-,-,-
28.7375,37.12833333333333,6.26,-,-,-,-
28.658333333333335,20.808055555555555,2.64,β,β-Ari,-,6-Ari
28.345833333333335,-38.594722222222224,6.1,-,-,-,-
28.408333333333335,-46.302499999999995,4.41,ψ,ψ-Phe,-,-
28.974999999999998,37.27777777777778,5.89,-,-,-,-
29.037499999999998,37.251666666666665,5.67,-,-,-,56-And
28.591666666666665,-42.496944444444445,5.11,φ,φ-Phe,-,-
28.962499999999995,23.577222222222222,5.74,-,-,-,7-Ari
28.970833333333335,1.8497222222222223,6.01,-,-,-,-
29.637500000000003,61.698055555555555,6.02,-,-,-,-
29.483333333333334,41.69444444444444,6.78,-,-,-,-
29.3375,17.8175,5.1,ι,ι-Ari,-,8-Ari
29.429166666666667,27.804444444444446,5.82,-,-,-,-
29.166666666666668,-22.526944444444442,4.85,-,-,-,56-Cet
28.9875,-51.60888888888889,3.7,χ,χ-Eri,-,-
29.908333333333335,64.62138888888889,5.26,-,-,-,-
29.637500000000003,49.20416666666667,5.69,-,-,-,3-Per
29.479166666666664,23.59611111111111,4.79,λ,λ-Ari,-,9-Ari
28.73333333333333,-67.64722222222223,4.69,η²,η²-Hyi,-,-
28.941666666666666,-60.86138888888889,6.06,-,-,-,-
30.737499999999994,77.91638888888889,6.04,-,-,-,-
29.25,-51.76611111111111,6.1,-,-,-,-
29.291666666666664,-47.385,4.83,-,-,-,-
30.487499999999994,70.90694444444445,4.54,-,-,-,48-Cas
29.608333333333334,-33.06666666666667,6.35,-,-,-,-
29.895833333333332,21.058333333333334,5.87,-,-,-,-
29.854166666666668,12.294722222222221,6.09,-,-,-,-
30.791666666666664,73.85055555555554,6.23,-,-,-,-
30.85833333333333,72.4213888888889,3.98,-,-,-,50-Cas
31.27916666666667,77.28138888888888,5.38,-,-,-,47-Cas
30.037499999999998,3.0972222222222223,5.88,-,-,-,112-Psc
29.941666666666666,-20.824444444444445,5.41,-,-,-,57-Cet
29.47083333333333,-65.42472222222223,6.37,-,-,-,-
30.0,-21.07777777777778,4.0,υ,υ-Cet,-,59-Cet
30.716666666666665,64.90138888888889,6.0,-,-,-,52-Cas
30.10833333333333,-8.523611111111112,5.51,-,-,-,-
29.908333333333335,-42.03055555555555,5.57,-,-,-,-
30.749999999999996,64.39,5.58,-,-,-,53-Cas
30.575,54.487500000000004,5.04,-,-,-,4-Per
29.69166666666667,-61.569722222222225,2.86,α,α-Hyi,-,-
31.379166666666666,76.115,5.22,-,-,-,49-Cas
28.958333333333332,-78.34833333333333,6.16,σ,σ-Hyi,-,-
30.308333333333334,-30.001666666666665,5.35,π,π-For,-,-
30.508333333333333,2.763611111111111,5.23,α,α-Psc,-,113-Psc
30.508333333333333,2.763611111111111,4.33,α,α-Psc,-,113-Psc
32.35416666666667,81.29583333333333,6.05,-,-,-,-
31.166666666666668,65.10333333333332,6.52,-,-,-,-
30.741666666666664,33.28388888888889,5.5,ε,ε-Tri,-,3-Tri
29.920833333333334,-66.06638888888888,6.1,-,-,-,-
30.645833333333336,13.476666666666667,5.94,-,-,-,-
30.425,-44.71361111111111,5.14,χ,χ-Phe,-,-
30.975,42.32972222222222,2.26,γ¹,γ¹-And,Alamak,57-And
30.975,42.33083333333334,4.84,γ²,γ²-And,-,57-And
30.912499999999994,25.935555555555556,5.63,-,-,-,10-Ari
30.616666666666664,-29.665,6.42,-,-,-,-
30.79583333333333,0.12833333333333333,5.43,-,-,-,60-Cet
30.741666666666664,-15.305833333333334,5.86,-,-,-,-
30.924999999999997,18.253333333333334,6.21,-,-,-,-
30.949999999999996,-0.34027777777777773,5.93,-,-,-,61-Cet
30.916666666666664,-4.10361111111111,5.62,-,-,-,-
31.120833333333337,-29.296944444444446,4.69,ν,ν-For,-,-
31.637500000000003,22.648333333333333,5.03,κ,κ-Ari,-,12-Ari
31.55,8.247499999999999,6.31,-,-,-,-
31.70416666666667,25.704722222222223,6.15,-,-,-,11-Ari
31.620833333333334,0.034999999999999996,6.28,-,-,-,-
31.791666666666668,23.4625,2.0,α,α-Ari,Hamal,13-Ari
32.166666666666664,58.42361111111111,5.67,-,-,-,-
32.1375,44.45944444444445,6.42,-,-,-,-
32.12083333333333,37.85916666666667,4.82,-,-,-,58-And
32.52916666666666,53.84305555555556,6.31,-,-,-,-
32.38333333333333,34.98722222222222,3.0,β,β-Tri,-,4-Tri
32.35416666666667,25.939722222222223,4.98,-,-,-,14-Ari
32.34583333333333,17.224444444444444,6.43,-,-,-,-
32.1875,-17.779444444444444,6.1,-,-,-,-
33.3375,74.02777777777777,6.29,-,-,-,-
32.87083333333333,57.645833333333336,6.36,-,-,-,5-Per
32.71666666666667,39.03944444444444,5.63,-,-,-,59-And
32.72083333333333,39.043055555555554,6.1,-,-,-,59-And
32.391666666666666,-24.34583333333333,6.48,-,-,-,-
32.65416666666666,19.50027777777778,5.7,-,-,-,15-Ari
32.287499999999994,-43.516666666666666,5.85,-,-,-,-
32.8,25.936944444444446,6.02,-,-,-,16-Ari
32.85416666666667,31.52638888888889,6.23,-,-,-,5-Tri
32.8375,8.569722222222222,5.63,-,-,-,64-Cet
32.516666666666666,-43.815555555555555,6.32,-,-,-,-
32.60416666666667,-50.824444444444445,6.12,-,-,-,-
32.84166666666667,-10.052222222222223,6.01,-,-,-,-
32.895833333333336,-1.8252777777777778,5.93,-,-,-,63-Cet
33.62083333333333,66.52444444444444,6.07,-,-,-,55-Cas
33.420833333333334,58.56111111111111,6.44,-,-,-,-
33.09166666666667,30.303055555555556,4.94,-,-,-,6-Tri
33.30416666666667,44.23166666666667,4.83,-,-,-,60-And
33.15416666666667,24.16777777777778,5.96,-,-,-,-
33.4,51.06583333333333,5.31,-,-,-,-
33.199999999999996,21.210833333333333,5.27,η,η-Ari,-,17-Ari
33.50833333333333,47.48416666666667,6.06,-,-,-,-
33.2625,15.279722222222222,5.71,-,-,-,19-Ari
33.25,8.846666666666668,4.37,ξ¹,ξ¹-Cet,-,65-Cet
33.19583333333333,-2.393611111111111,5.54,-,-,-,66-Cet
33.25,-21.00027777777778,5.86,-,-,-,-
33.225,-30.723888888888887,5.28,μ,μ-For,-,-
33.9875,47.811388888888885,6.33,-,-,-,-
34.2125,57.055277777777775,6.48,-,-,-,-
33.98333333333334,33.35888888888889,5.28,-,-,-,7-Tri
33.94166666666667,25.783055555555556,5.79,-,-,-,20-Ari
33.925000000000004,25.043055555555558,5.58,-,-,-,21-Ari
33.86666666666667,-9.465555555555556,6.55,-,-,-,-
33.63333333333333,-41.166666666666664,5.91,-,-,-,-
34.2625,34.22416666666667,4.87,δ,δ-Tri,-,8-Tri
34.49583333333333,57.89972222222222,5.75,-,-,-,8-Per
34.516666666666666,57.516666666666666,5.98,-,-,-,7-Per
34.3875,44.30694444444444,6.7,-,-,-,-
34.324999999999996,33.84722222222222,4.01,γ,γ-Tri,-,9-Tri
34.291666666666664,23.767777777777777,6.55,-,-,-,-
34.24583333333333,-6.4222222222222225,5.51,-,-,-,67-Cet
33.55833333333334,-67.84166666666667,5.55,π¹,π¹-Hyi,-,-
35.050000000000004,64.33722222222222,6.6,-,-,-,-
34.52916666666666,19.90111111111111,5.62,θ,θ-Ari,-,22-Ari
34.81666666666666,47.38,5.3,-,-,-,62-And
34.791666666666664,46.472500000000004,6.21,-,-,-,-
34.50416666666666,1.7577777777777779,5.58,-,-,-,-
34.84166666666666,48.95527777777778,6.37,-,-,-,-
34.125,-51.51222222222222,3.56,φ,φ-Eri,-,-
34.7375,28.6425,5.03,-,-,-,10-Tri
34.74166666666666,23.16777777777778,6.46,-,-,-,-
34.90416666666666,39.835,6.63,-,-,-,-
33.86666666666667,-67.74638888888889,5.69,π²,π²-Hyi,-,-
35.170833333333334,47.31083333333333,6.11,-,-,-,-
35.01666666666667,30.188333333333333,6.47,-,-,-,-
34.83333333333333,-2.9775,3.04,ο,ο-Cet,-,68-Cet
35.24166666666667,50.15138888888889,5.59,-,-,-,63-And
34.74166666666666,-25.945555555555554,6.34,-,-,-,-
34.916666666666664,-4.345555555555555,6.5,-,-,-,-
35.587500000000006,55.845555555555556,5.17,-,-,-,9-Per
34.849999999999994,-41.848333333333336,6.37,-,-,-,-
35.708333333333336,41.396388888888886,5.82,-,-,-,-
34.974999999999994,-55.94472222222222,5.81,-,-,-,-
35.483333333333334,0.39583333333333337,5.28,-,-,-,69-Cet
35.9625,55.364444444444445,6.28,-,-,-,-
35.550000000000004,-0.885,5.42,-,-,-,70-Cet
35.50416666666667,-10.777777777777779,5.46,-,-,-,-
35.520833333333336,-17.66222222222222,5.87,-,-,-,-
36.1,50.00666666666667,5.19,-,-,-,64-And
35.63333333333333,-23.81638888888889,5.2,κ,κ-For,-,-
36.31666666666666,56.61,6.25,-,-,-,10-Per
35.7375,-18.354444444444447,6.22,-,-,-,-
35.545833333333334,-43.2,6.31,-,-,-,-
36.40416666666666,50.27861111111111,4.71,-,-,-,65-And
35.775,-37.57638888888889,6.53,-,-,-,-
35.725,-51.092222222222226,5.92,-,-,-,-
36.204166666666666,10.610555555555555,5.47,ξ,ξ-Ari,-,24-Ari
36.08333333333333,-25.8475,6.44,-,-,-,-
36.24166666666666,-2.78,6.33,-,-,-,71-Cet
35.43333333333334,-68.65944444444445,4.09,δ,δ-Hyi,-,-
36.137499999999996,-40.84055555555556,6.18,-,-,-,-
37.266666666666666,67.4025,4.52,ι,ι-Cas,-,-
36.48749999999999,-12.290555555555555,4.89,ρ,ρ-Cet,-,72-Cet
36.962500000000006,50.569722222222225,6.12,-,-,-,66-And
36.50000000000001,-15.341111111111111,5.83,-,-,-,-
36.77916666666667,27.013333333333332,6.18,-,-,-,-
36.862500000000004,31.80138888888889,5.54,-,-,-,11-Tri
36.64583333333334,-20.04277777777778,5.88,-,-,-,-
36.22083333333333,-60.31194444444444,5.35,λ,λ-Hor,-,-
35.71666666666667,-73.64583333333334,5.01,κ,κ-Hyi,-,-
37.35416666666667,55.53638888888889,6.51,-,-,-,-
37.04166666666667,29.669444444444444,5.29,-,-,-,12-Tri
37.0375,8.459999999999999,4.28,ξ²,ξ²-Cet,-,73-Cet
37.0,1.9608333333333332,6.45,-,-,-,-
37.2,29.931944444444447,5.89,-,-,-,13-Tri
36.74583333333334,-47.70388888888889,4.25,κ,κ-Eri,-,-
36.35833333333333,-66.49472222222222,6.41,-,-,-,-
37.30416666666667,23.468888888888888,6.19,-,-,-,-
37.00416666666667,-33.81111111111111,5.14,φ,φ-For,-,-
37.395833333333336,9.565833333333334,6.07,-,-,-,-
37.56666666666666,33.83388888888889,6.25,-,-,-,-
37.145833333333336,-31.102500000000003,6.11,-,-,-,-
37.63333333333333,25.235,5.92,-,-,-,-
37.65833333333333,19.85527777777778,6.15,-,-,-,26-Ari
37.47916666666667,-22.68277777777778,6.77,-,-,-,-
37.725,17.703888888888887,6.23,-,-,-,27-Ari
37.6875,0.25527777777777777,6.0,-,-,-,-
37.55416666666667,-25.18638888888889,6.51,-,-,-,-
37.01666666666667,-64.29972222222221,6.37,-,-,-,-
37.63333333333333,-22.545555555555556,6.1,-,-,-,-
38.02499999999999,36.14722222222222,5.15,-,-,-,14-Tri
37.875,2.2672222222222222,5.25,-,-,-,-
38.21666666666667,34.5425,5.83,-,-,-,-
38.037499999999994,-1.0350000000000001,5.35,-,-,-,75-Cet
38.020833333333336,-15.24472222222222,4.75,σ,σ-Cet,-,76-Cet
38.225,15.034722222222221,6.04,-,-,-,29-Ari
38.05833333333334,-36.427499999999995,6.3,-,-,-,-
39.50833333333333,72.81833333333333,5.16,-,-,-,-
38.27916666666666,-34.65,5.9,λ¹,λ¹-For,-,-
38.416666666666664,-20.001944444444444,6.21,-,-,-,-
38.8625,39.66444444444444,6.36,-,-,-,-
39.4,65.74555555555555,5.78,-,-,-,-
38.90833333333333,37.31222222222222,5.71,-,-,-,-
38.45833333333333,-28.232499999999998,4.9,ω,ω-For,-,-
38.94166666666667,34.6875,5.35,-,-,-,15-Tri
38.76666666666667,7.471388888888889,6.18,-,-,-,-
38.675,-7.859444444444444,5.75,-,-,-,77-Cet
39.01666666666667,6.886944444444444,5.82,-,-,-,-
38.96666666666667,5.593333333333333,4.86,ν,ν-Cet,-,78-Cet
38.475,-51.093611111111116,6.24,-,-,-,-
39.2375,38.73277777777778,5.9,-,-,-,-
39.175000000000004,31.6075,6.1,-,-,-,-
39.25833333333333,34.263888888888886,5.3,-,-,-,-
39.0,-7.831666666666666,5.53,-,-,-,80-Cet
39.333333333333336,39.895833333333336,6.54,-,-,-,-
39.275,32.89194444444444,6.25,-,-,-,-
38.3875,-62.58694444444445,6.77,-,-,-,-
39.15416666666666,12.4475,5.68,-,-,-,31-Ari
39.2375,24.648333333333333,7.09,-,-,-,30-Ari
39.25,24.6475,6.5,-,-,-,30-Ari
39.145833333333336,7.729722222222223,5.81,-,-,-,-
39.0375,-30.044722222222223,5.75,ι¹,ι¹-For,-,-
39.57083333333333,37.72666666666667,6.18,-,-,-,-
39.6125,38.089444444444446,6.3,-,-,-,-
39.5,7.695277777777778,6.39,-,-,-,-
39.420833333333334,-3.3961111111111113,5.65,-,-,-,81-Cet
39.24166666666667,-34.57833333333333,5.79,λ²,λ²-For,-,-
39.704166666666666,21.961388888888887,5.43,ν,ν-Ari,-,32-Ari
41.945833333333326,81.44833333333334,5.78,-,-,-,-
39.65,3.443055555555556,6.21,-,-,-,-
37.916666666666664,-79.10944444444443,5.28,μ,μ-Hyi,-,-
39.574999999999996,-30.194166666666668,5.83,ι²,ι²-For,-,-
39.35,-52.543055555555554,5.31,η,η-Hor,-,-
39.87083333333333,0.3286111111111111,4.07,δ,δ-Cet,-,82-Cet
39.6,-37.99055555555556,6.49,-,-,-,-
39.8875,-11.872222222222224,4.84,ε,ε-Cet,-,83-Cet
40.170833333333334,27.060833333333335,5.3,-,-,-,33-Ari
40.0625,6.111944444444444,6.25,-,-,-,-
40.05,-9.453055555555554,5.78,-,-,-,-
40.75833333333334,55.10583333333334,5.77,-,-,-,11-Per
40.00833333333333,-30.633888888888887,6.52,-,-,-,-
40.74583333333334,53.52611111111111,5.84,-,-,-,-
40.55833333333334,40.193888888888885,4.91,-,-,-,12-Per
39.949999999999996,-42.891666666666666,4.75,-,-,-,-
40.304166666666674,-0.6958333333333333,5.71,-,-,-,84-Cet
41.204166666666666,67.82472222222222,5.95,-,-,-,-
40.75416666666667,48.26555555555556,6.48,-,-,-,-
40.59166666666667,20.011666666666667,5.69,μ,μ-Ari,-,34-Ari
40.166666666666664,-39.855555555555554,4.11,ι,ι-Eri,-,-
40.45,-3.2133333333333334,6.05,-,-,-,-
40.39166666666667,-14.549444444444445,5.98,-,-,-,-
40.61666666666667,10.741666666666665,6.3,-,-,-,-
39.87916666666667,-64.28194444444445,6.55,-,-,-,-
41.050000000000004,49.22833333333333,4.12,θ,θ-Per,-,13-Per
41.020833333333336,44.29694444444444,5.43,-,-,-,14-Per
40.8625,27.70722222222222,4.66,-,-,-,35-Ari
40.1625,-54.55,5.21,ζ,ζ-Hor,-,-
40.962500000000006,25.638055555555557,6.35,-,-,-,-
40.825,3.2358333333333333,3.47,γ,γ-Cet,-,86-Cet
40.525,-38.38388888888889,6.01,-,-,-,-
39.895833333333336,-68.26694444444445,4.11,ε,ε-Hyi,-,-
40.53333333333333,-46.52444444444444,6.1,-,-,-,-
41.079166666666666,17.76388888888889,6.46,-,-,-,36-Ari
41.13333333333334,15.311666666666667,5.77,ο,ο-Ari,-,37-Ari
40.6375,-50.80027777777777,5.41,ι,ι-Hor,-,-
41.02916666666667,-13.858611111111111,4.25,π,π-Cet,-,89-Cet
41.2375,12.445833333333333,5.18,-,-,-,38-Ari
41.233333333333334,10.114166666666666,4.27,μ,μ-Cet,-,87-Cet
40.833333333333336,-40.527499999999996,6.36,-,-,-,-
42.229166666666664,69.63416666666667,6.18,-,-,-,-
41.333333333333336,4.711666666666667,6.03,-,-,-,-
41.083333333333336,-32.525,6.22,-,-,-,-
41.275,-18.572499999999998,4.47,τ¹,τ¹-Eri,-,1-Eri
41.74166666666666,35.98361111111111,6.25,-,-,-,-
41.762499999999996,35.555,6.3,-,-,-,-
41.04166666666667,-52.57055555555556,6.15,-,-,-,-
41.31666666666666,-46.28722222222222,6.85,-,-,-,-
40.858333333333334,-66.71444444444445,6.26,-,-,-,-
41.975,29.247222222222224,4.51,-,-,-,39-Ari
42.37499999999999,57.08416666666667,6.25,-,-,-,-
41.6875,-21.639722222222222,6.49,-,-,-,-
41.79583333333333,-22.485555555555557,6.47,-,-,-,-
42.13333333333333,18.283611111111114,5.82,-,-,-,40-Ari
42.99166666666667,68.88861111111112,5.8,-,-,-,-
42.1875,25.188055555555557,5.86,-,-,-,-
42.36249999999999,37.32611111111112,6.45,-,-,-,-
41.983333333333334,-12.460555555555555,6.9,-,-,-,-
41.3625,-63.70444444444445,5.74,γ,γ-Hor,-,-
42.670833333333334,55.89555555555555,3.76,η,η-Per,-,15-Per
41.887499999999996,-35.55083333333333,6.51,η¹,η¹-For,-,-
42.320833333333326,17.464166666666667,5.22,π,π-Ari,-,42-Ari
41.38333333333333,-67.61666666666666,4.84,ζ,ζ-Hyi,-,-
42.49583333333333,27.260555555555555,3.63,-,-,-,41-Ari
42.9375,58.31472222222222,6.45,-,-,-,-
42.645833333333336,38.31861111111112,4.23,-,-,-,16-Per
42.270833333333336,-32.405833333333334,4.46,β,β-For,-,-
42.920833333333334,46.841944444444444,5.88,-,-,-,-
42.875,35.05972222222222,4.53,-,-,-,17-Per
42.4625,-24.560277777777777,6.14,γ¹,γ¹-For,-,-
42.475,-27.941666666666666,5.39,γ²,γ²-For,-,-
43.21666666666667,52.99777777777778,6.36,-,-,-,-
42.87083333333334,15.081944444444444,5.49,σ,σ-Ari,-,43-Ari
42.55833333333334,-35.843611111111116,5.92,η²,η²-For,-,-
43.3375,48.56944444444445,6.26,-,-,-,-
42.75833333333333,-21.004166666666666,4.75,τ²,τ²-Eri,-,2-Eri
42.66666666666667,-35.67611111111111,5.47,η³,η³-For,-,-
42.25416666666666,-62.806666666666665,5.26,ν,ν-Hor,-,-
42.69583333333333,-39.931666666666665,6.36,-,-,-,-
43.5625,52.7625,3.95,τ,τ-Per,-,18-Per
43.425,38.337500000000006,5.33,-,-,-,20-Per
43.295833333333334,16.483333333333334,6.31,-,-,-,-
43.13333333333333,-12.769444444444446,6.04,-,-,-,-
42.97916666666667,-30.814444444444444,6.4,-,-,-,-
43.20833333333333,-9.44111111111111,6.32,-,-,-,-
43.983333333333334,61.52111111111111,5.59,-,-,-,-
44.1,64.3325,6.24,-,-,-,-
43.395833333333336,-22.37638888888889,5.95,-,-,-,-
43.391666666666666,-38.43694444444444,5.92,ψ,ψ-For,-,-
44.208333333333336,51.26083333333333,6.22,-,-,-,-
44.1375,47.163888888888884,6.02,-,-,-,-
43.079166666666666,-62.90972222222222,6.03,-,-,-,-
43.949999999999996,18.331666666666667,5.91,ρ²,ρ²-Ari,-,45-Ari
43.46666666666667,-49.890277777777776,4.0,-,-,-,-
44.108333333333334,18.023055555555555,5.63,ρ³,ρ³-Ari,-,46-Ari
44.05416666666667,8.381666666666668,5.97,-,-,-,-
43.52499999999999,-50.87138888888889,6.21,-,-,-,-
42.61666666666667,-75.06694444444445,4.75,ν,ν-Hyi,-,-
44.32083333333333,31.934166666666666,5.11,-,-,-,21-Per
44.10416666666667,-8.898055555555555,3.89,η,η-Eri,-,3-Eri
44.15416666666667,-3.7122222222222225,5.17,-,-,-,-
44.50833333333333,38.615,6.04,-,-,-,-
44.26666666666667,4.501111111111111,6.11,-,-,-,-
44.520833333333336,20.66861111111111,5.8,-,-,-,47-Ari
44.68750000000001,39.66277777777778,4.7,π,π-Per,-,22-Per
43.58333333333333,-64.43555555555555,6.56,-,-,-,-
46.52916666666666,79.41861111111112,5.49,-,-,-,-
44.7625,35.183055555555555,4.93,-,-,-,24-Per
44.34583333333334,-23.861944444444447,5.45,-,-,-,4-Eri
44.30416666666667,-29.85527777777778,6.29,-,-,-,-
44.954166666666666,47.22083333333334,5.47,-,-,-,-
44.9125,41.033055555555556,5.89,-,-,-,-
44.800000000000004,21.340277777777775,4.63,ε,ε-Ari,-,48-Ari
44.800000000000004,21.340277777777775,4.63,ε,ε-Ari,-,48-Ari
44.520833333333336,-23.60611111111111,5.84,-,-,-,6-Eri
45.21666666666667,52.35166666666667,5.28,-,-,-,-
45.22083333333333,52.352222222222224,6.74,-,-,-,-
44.675000000000004,-2.7824999999999998,5.23,-,-,-,-
44.38333333333333,-38.191111111111105,6.41,-,-,-,-
45.045833333333334,38.13166666666667,6.11,-,-,-,-
44.69583333333333,-9.77638888888889,6.14,-,-,-,-
44.925000000000004,8.9075,4.7,λ,λ-Cet,-,91-Cet
44.56250000000001,-40.30472222222222,3.24,θ¹,θ¹-Eri,-,-
44.56666666666666,-40.30444444444444,4.35,θ²,θ²-Eri,-,-
44.920833333333334,-2.4650000000000003,5.56,-,-,-,5-Eri
